"TIME","GEO","SIEC","PARTNER","UNIT","Value","Flag and Footnotes"
"2018","United Kingdom","Oil and petroleum products","Total","Thousand tonnes","66.868,681",""
"2018","Montenegro","Oil and petroleum products","Total","Thousand tonnes","31,200",""
"2018","North Macedonia","Oil and petroleum products","Total","Thousand tonnes","124,381",""
"2018","Albania","Oil and petroleum products","Total","Thousand tonnes","728,258",""
"2018","Serbia","Oil and petroleum products","Total","Thousand tonnes","936,243",""
"2018","Turkey","Oil and petroleum products","Total","Thousand tonnes","5.004,000",""
"2018","Bosnia and Herzegovina","Oil and petroleum products","Total","Thousand tonnes","227,877",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Oil and petroleum products","Total","Thousand tonnes","12,030",""
"2018","Moldova","Oil and petroleum products","Total","Thousand tonnes","27,000",""
"2018","Ukraine","Oil and petroleum products","Total","Thousand tonnes","329,640",""
"2018","Georgia","Oil and petroleum products","Total","Thousand tonnes","114,000",""
"2019","European Union - 27 countries (from 2020)","Oil and petroleum products","Total","Thousand tonnes","325.507,818",""
"2019","European Union - 28 countries (2013-2020)","Oil and petroleum products","Total","Thousand tonnes","391.068,819",""
"2019","Euro area - 19 countries  (from 2015)","Oil and petroleum products","Total","Thousand tonnes","281.831,941",""
"2019","Belgium","Oil and petroleum products","Total","Thousand tonnes","32.364,300",""
"2019","Bulgaria","Oil and petroleum products","Total","Thousand tonnes","4.268,074",""
"2019","Czechia","Oil and petroleum products","Total","Thousand tonnes","2.286,000",""
"2019","Denmark","Oil and petroleum products","Total","Thousand tonnes","8.829,175",""
"2019","Germany (until 1990 former territory of the FRG)","Oil and petroleum products","Total","Thousand tonnes","22.156,000",""
"2019","Estonia","Oil and petroleum products","Total","Thousand tonnes","1.639,530",""
"2019","Ireland","Oil and petroleum products","Total","Thousand tonnes","1.496,761",""
"2019","Greece","Oil and petroleum products","Total","Thousand tonnes","18.362,069",""
"2019","Spain","Oil and petroleum products","Total","Thousand tonnes","23.879,000",""
"2019","France","Oil and petroleum products","Total","Thousand tonnes","17.301,554",""
"2019","Croatia","Oil and petroleum products","Total","Thousand tonnes","2.288,100",""
"2019","Italy","Oil and petroleum products","Total","Thousand tonnes","27.747,757",""
"2019","Cyprus","Oil and petroleum products","Total","Thousand tonnes","0,000",""
"2019","Latvia","Oil and petroleum products","Total","Thousand tonnes","479,113",""
"2019","Lithuania","Oil and petroleum products","Total","Thousand tonnes","7.502,300",""
"2019","Luxembourg","Oil and petroleum products","Total","Thousand tonnes","4,725",""
"2019","Hungary","Oil and petroleum products","Total","Thousand tonnes","3.478,000",""
"2019","Malta","Oil and petroleum products","Total","Thousand tonnes","381,880",""
"2019","Netherlands","Oil and petroleum products","Total","Thousand tonnes","105.620,332",""
"2019","Austria","Oil and petroleum products","Total","Thousand tonnes","2.944,041",""
"2019","Poland","Oil and petroleum products","Total","Thousand tonnes","5.485,060",""
"2019","Portugal","Oil and petroleum products","Total","Thousand tonnes","4.802,271",""
"2019","Romania","Oil and petroleum products","Total","Thousand tonnes","5.432,038",""
"2019","Slovenia","Oil and petroleum products","Total","Thousand tonnes","2.306,308",""
"2019","Slovakia","Oil and petroleum products","Total","Thousand tonnes","3.354,000",""
"2019","Finland","Oil and petroleum products","Total","Thousand tonnes","9.490,000",""
"2019","Sweden","Oil and petroleum products","Total","Thousand tonnes","11.609,430",""
"2019","Iceland","Oil and petroleum products","Total","Thousand tonnes","0,000",""
"2019","Liechtenstein","Oil and petroleum products","Total","Thousand tonnes","0,000",""
"2019","Norway","Oil and petroleum products","Total","Thousand tonnes","80.016,302",""
"2019","United Kingdom","Oil and petroleum products","Total","Thousand tonnes","65.561,001",""
"2019","Montenegro","Oil and petroleum products","Total","Thousand tonnes","31,100",""
"2019","North Macedonia","Oil and petroleum products","Total","Thousand tonnes","159,064",""
"2019","Albania","Oil and petroleum products","Total","Thousand tonnes","815,369",""
"2019","Serbia","Oil and petroleum products","Total","Thousand tonnes","795,389",""
"2019","Turkey","Oil and petroleum products","Total","Thousand tonnes","8.491,000",""
"2019","Bosnia and Herzegovina","Oil and petroleum products","Total","Thousand tonnes","41,188",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Oil and petroleum products","Total","Thousand tonnes","15,158",""
"2019","Moldova","Oil and petroleum products","Total","Thousand tonnes","9,800",""
"2019","Ukraine","Oil and petroleum products","Total","Thousand tonnes","817,200",""
"2019","Georgia","Oil and petroleum products","Total","Thousand tonnes","23,536",""
"2020","European Union - 27 countries (from 2020)","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","European Union - 28 countries (2013-2020)","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Euro area - 19 countries  (from 2015)","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Belgium","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Bulgaria","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Czechia","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Denmark","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Germany (until 1990 former territory of the FRG)","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Estonia","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Ireland","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Greece","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Spain","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","France","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Croatia","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Italy","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Cyprus","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Latvia","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Lithuania","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Luxembourg","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Hungary","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Malta","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Netherlands","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Austria","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Poland","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Portugal","Oil and petroleum products","Total","Thousand tonnes","5.245,365",""
"2020","Romania","Oil and petroleum products","Total","Thousand tonnes","4.343,689",""
"2020","Slovenia","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Slovakia","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Finland","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Sweden","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Iceland","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Liechtenstein","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Norway","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","United Kingdom","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Montenegro","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","North Macedonia","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Albania","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Serbia","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Turkey","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Bosnia and Herzegovina","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Kosovo (under United Nations Security Council Resolution 1244/99)","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Moldova","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Ukraine","Oil and petroleum products","Total","Thousand tonnes",":",""
"2020","Georgia","Oil and petroleum products","Total","Thousand tonnes",":",""
